"Site Name","Site ID","Link Type","Location Type",Title,Link,URL
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Contract Monitoring (Field: intro_text_body)",https://files.webservices.illinois.edu/8605/appendix1samplecontractmonitoringplan5-15-19.pdf,https://policies.uic.edu/uic-policy-library/budget-and-financial-administration/contract-monitoring-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Control of Access to University Facilities and Spaces (Field: intro_text_body)",https://www.bot.uillinois.edu/UserFiles/Servers/Server_694865/File/General-Rules-1-19-2017.pdf,https://policies.uic.edu/uic-policy-library/facilities-and-safety/control-of-access-to-university-facilities-and-spaces-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Classroom Scheduling Policy (Field: intro_text_body)",https://provost.uic.edu/wp-content/uploads/sites/34/2017/08/170815-Classroom-Scheduling-Committee-Final-Report2.pdf,https://policies.uic.edu/uic-policy-library/academic-and-enrollment-services/classroom-scheduling-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Laboratory Safety Compliance and Enforcement Policy (Field: intro_text_body)",https://www.ehso.uic.edu/UserFiles/Servers/Server_82316/File/LabSafety/documents/Laboratory%20Safety%20Compliance%20and%20Enforcement%20Final%20Procedures.pdf,https://policies.uic.edu/uic-policy-library/facilities-and-safety/laboratory-safety-compliance-and-enforcement-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","UIC Design Review Committee (Field: intro_text_body)",https://www.uocpres.uillinois.edu/UserFiles/Servers/Server_7758/file/UI/manual/AELAguide.pdf,https://policies.uic.edu/uic-policy-library/facilities-and-safety/uic-design-review-committee/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Minimum Degree Credit Hour Requirements (Field: intro_text_body)",https://www.ibhe.org/assets/files/PublicAdminRules2017.pdf,https://policies.uic.edu/educational-policy/minimum-degree-credit-hour-requirements/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Policy Regarding Alcohol and Other Drug Use by Students and Employees (Field: intro_text_body)",http://wellnesscenter.uic.edu/wp-content/uploads/sites/100/2017/07/2017-2018-AOD1.pdf,https://policies.uic.edu/uic-policy-library/student-affairs/policy-regarding-alcohol-drug-use-students-employees/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Search Firm Policy (Field: intro_text_body)",http://www.trustees.uillinois.edu/trustees/agenda/May-29-2013/016-may-Search-Firms.pdf,https://policies.uic.edu/uic-policy-library/access-and-equity/search-firm-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Missing Student Policy (Field: intro_text_body)",http://dos.uic.edu/docs/Missingstudentpolicy.pdf,https://policies.uic.edu/uic-policy-library/student-affairs/missing-student-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Protection of Minors (Field: intro_text_body)",https://www.illinois.gov/dcfs/safekids/reporting/documents/cfs_1050-21_mandated_reporter_manual.pdf,https://policies.uic.edu/uic-policy-library/human-resources/protection-of-minors/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Americans with Disabilities Act Employee Accommodation Policy (Field: intro_text_body)",http://oae.uic.edu/wp-content/uploads/sites/32/2017/05/Nondiscrimination-Statement-06-10.pdf,https://policies.uic.edu/uic-policy-library/access-and-equity/americans-disabilities-act-employee-accommodation-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Americans with Disabilities Act Employee Accommodation Policy (Field: intro_text_body)",http://oae.uic.edu/wp-content/uploads/sites/32/2017/05/accomempol.pdf,https://policies.uic.edu/uic-policy-library/access-and-equity/americans-disabilities-act-employee-accommodation-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Americans with Disabilities Act Employee Accommodation Policy (Field: intro_text_body)",http://oae.uic.edu/wp-content/uploads/sites/32/2017/05/reasonableAccomodationMedicalConditionForm_OAE.pdf,https://policies.uic.edu/uic-policy-library/access-and-equity/americans-disabilities-act-employee-accommodation-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Student Academic Grievance Policy (Field: intro_text_body)",https://oae.uic.edu/wp-content/uploads/sites/32/2019/10/UIC_Student_Academic_Grievance_Procedures-and-Forms_FINAL_Sept-2019.pdf,https://policies.uic.edu/educational-policy/student-academic-grievance-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Student Academic Grievance Policy (Field: intro_text_body)",https://oae.uic.edu/wp-content/uploads/sites/32/2021/06/UIC_Student_Academic_Grievance_Forms_FINAL_2.20.2018.pdf,https://policies.uic.edu/educational-policy/student-academic-grievance-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","Search Committee Training Policy (Field: intro_text_body)",http://oae.uic.edu/wp-content/uploads/sites/32/2017/07/Collection-of-Applicant-Interview-Scoring-Sheets-MMQ-Matrix.pdf,https://policies.uic.edu/uic-policy-library/access-and-equity/search-committee-training-policy/
"UIC Committee on Policy",38,PDF,"Page (ACF Field)","FAQs (Field: intro_text_body)",https://www.hr.uic.edu/UserFiles/Servers/Server_2716/File/d_policies/300/hr313.pdf,https://policies.uic.edu/policy-development/faqs/
"Social Justice Initiative",39,PDF,"News (ACF Field)","We&#8217;re HIRING: Join the Social Justice Team (Field: intro_text_body)",https://sji.uic.edu/wp-content/uploads/sites/39/2023/08/Preparator-Install-2023-1.pdf,https://sji.uic.edu/news-stories/sji-hiring-2023/
"Social Justice Initiative",39,PDF,"News (ACF Field)","SJI Releases Resource Guide on Haiti (Field: intro_text_body)",https://mcusercontent.com/9a96db4cd726251e4b6594f18/files/2e5db5d3-54b0-8fda-ec32-78e1d9fbb5d5/All_Eyes_on_Haiti_Deep_Dive.pdf,https://sji.uic.edu/news-stories/sji-releases-resource-guide-on-haiti/
"Institute for Policy and Civic Engagement",41,Box,"News (ACF Field)","“COVID Conversations: A Public History project of Chicago’s History Corps” &#8211; A Civic Engagement Lunch Talk Follow-Up (Field: intro_text_body)",https://uofi.box.com/s/gx1d3txpudgetx6i66ter3s213af5k4c,https://ipce.uic.edu/news-stories/covid-conversations-civic-engagement-lunch-talk-2023/
"Institute for Policy and Civic Engagement",41,Box,"News (ACF Field)","&#8220;Inclusive Open Government Data for Environmental Justice: Enhancing Community Stakeholders’ Voices” &#8211; A Civic Engagement Lunch Talk Follow-Up (Field: intro_text_body)",https://uofi.box.com/s/e2k7cz0jk0foaw3iv536bxog6wc11l3n,https://ipce.uic.edu/news-stories/inclusive-open-government-data-for-ej/
"Institute for Policy and Civic Engagement",41,Box,"News (ACF Field)","Social Autopsy of COVID-19 in Chicago: A Civic Engagement Lunch Talk Follow-Up (Field: intro_text_body)",https://uofi.app.box.com/s/lkryglfwldi022glxcq0aggnvmfr0l01/file/890375119164,https://ipce.uic.edu/news-stories/social-autopsy-of-covid-19-in-chicago-a-civic-engagement-lunch-talk-follow-up/
"Institute for Policy and Civic Engagement",41,Box,"News (ACF Field)","UPPF 2022-23 Informational Sessions (Field: intro_text_body)",https://uofi.box.com/s/gedwfv72077ppysfhzv3gc24vqne2p19,https://ipce.uic.edu/news-stories/uppf-2022-23-informational-sessions/
"Institute for Policy and Civic Engagement",41,Box,"News (ACF Field)","Climate Justice through a Circular Economy Event Follow-Up (Field: intro_text_body)",https://nam04.safelinks.protection.outlook.com/?url=https%3A%2F%2Fuofi.box.com%2Fs%2F7ekt1gknq93vc0dlvqdet4ujxx0dzx7d&amp;data=04%7C01%7Ccander71%40groute.uic.edu%7C53b1037a85594cdaa61a08d9092f5faa%7Ce202cd477a564baa99e3e3b71a7c77dd%7C0%7C0%7C637550921338079238%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&amp;sdata=ktAiKbT9RCLm5a8rKWRTSlXPbkErsr12GjUGat8Iusk%3D&amp;reserved=0,https://ipce.uic.edu/news-stories/climate-justice/
"Institute for Policy and Civic Engagement",41,Box,"News (ACF Field)","Climate Justice through a Circular Economy Event Follow-Up (Field: intro_text_body)",https://nam04.safelinks.protection.outlook.com/?url=https%3A%2F%2Fuofi.box.com%2Fs%2Fuyllvdcbxgmb0njq8yloaaox8se7p0sd&amp;data=04%7C01%7Ccander71%40groute.uic.edu%7C53b1037a85594cdaa61a08d9092f5faa%7Ce202cd477a564baa99e3e3b71a7c77dd%7C0%7C0%7C637550921338079238%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&amp;sdata=fVmnV7bFLV%2BEpeoA1f5AyzEXs17EFLb7eyyvactf6w0%3D&amp;reserved=0,https://ipce.uic.edu/news-stories/climate-justice/
"Institute for Policy and Civic Engagement",41,PDF,"News (ACF Field)","A Spring Wrap Up from IPCE Director Joseph Hoereth (Field: intro_text_body)",https://cpdmonitoringteam.com/wp-content/uploads/2025/01/2025.01.27-IMT-Community-Survey-Report-DRAFT-March18-2024-%E2%80%93-April-22-2024-filed.pdf,https://ipce.uic.edu/news-stories/a-spring-wrap-up-from-ipce-director-joseph-hoereth/
"Institute for Policy and Civic Engagement",41,PDF,"News (ACF Field)","Community Focus Group Special Report for the Chicago Police Consent Decree Released (Field: intro_text_body)",https://cpdmonitoringteam.com/wp-content/uploads/2022/09/2022.09.01-IMT-Special-Report-Focus-Groups-with-Black-and-Latino-Men-.._.pdf,https://ipce.uic.edu/news-stories/community-focus-group-special-report-for-the-chicago-police-consent-decree-released-2/
"Institute for Policy and Civic Engagement",41,PDF,"News (ACF Field)","Community Focus Group Special Report for the Chicago Police Consent Decree Released (Field: intro_text_body)",https://cpdmonitoringteam.com/wp-content/uploads/2022/09/2022.09.01-News-Release-Focus-Group-Report_final.pdf,https://ipce.uic.edu/news-stories/community-focus-group-special-report-for-the-chicago-police-consent-decree-released-2/
"Institute for Policy and Civic Engagement",41,PDF,"News (ACF Field)","Master of City Design&#8217;s Chicago Charrette (Field: intro_text_body)",https://www.jennapollack.com/_files/ugd/26ed5a_5c4abdef77384e72949c1d40d1028779.pdf,https://ipce.uic.edu/news-stories/master-of-city-designs-chicago-charrette/
"Institute for Policy and Civic Engagement",41,PDF,"News (ACF Field)","Seven Years after Shelby County V Holder (Field: intro_text_body)",http://ipce.uic.edu/wp-content/uploads/sites/41/2020/10/Seven-Years-After-Shelby-County-v-Holder_IPCE.pdf,https://ipce.uic.edu/news-stories/seven-years-after-shelby-county-v-holder/
"Institute for Policy and Civic Engagement",41,PDF,"News (ACF Field)","Community Survey Report for the Chicago Police Consent Decree Released (Field: intro_text_body)",https://cpdmonitoringteam.com/wp-content/uploads/2020/08/2020_08_26-Community-Survey-Filed.pdf,https://ipce.uic.edu/news-stories/community-survey-report-for-the-chicago-police-consent-decree-released/
"Institute for Policy and Civic Engagement",41,PDF,"News (ACF Field)","A Chicago That Works For All &#8211; Initial Reflections on the CUE Equity Fellowship (Field: intro_text_body)",https://53c551a8-4838-492d-8db1-97596b256886.filesusr.com/ugd/05f795_56e1136834f1486596b3f2a6c2a010d3.pdf,https://ipce.uic.edu/news-stories/a-chicago-that-works-for-all-initial-reflections-on-the-cue-equity-fellowship/
"Institute for Policy and Civic Engagement",41,PDF,"News (ACF Field)","2017-18 UPPF Alum wins Student Employment Essay Contest (Field: intro_text_body)",https://studentemployment.uic.edu/wp-content/uploads/sites/27/2019/04/NSEW-2019-Publication-2.pdf,https://ipce.uic.edu/news-stories/2017-18-uppf-alum-wins-student-employment-essay-contest/
"Institute for Policy and Civic Engagement",41,PDF,"News (ACF Field)","IPCE publishes Consent Decree Community Engagement Report (Field: intro_text_body)",https://www.chicagopoliceconsentdecree.org/Page-Attachments/CPCD/Resources/Community/IPCE-Community-Engagement-Report_Final.pdf,https://ipce.uic.edu/news-stories/ipce-publishes-consent-decree-community-engagement-report/
"UICOM Faculty &amp; Staff Resources",42,PDF,"Page (ACF Field)","Teaching Online (Field: intro_text_body)",https://www.csuchico.edu/eoi/_assets/documents/rubric.pdf,https://comfaculty.uic.edu/resources-for-faculty/best-practices-for-design-and-delivery-of-content/design-and-development-of-instructional-content/teaching-online/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","New Process for Animal Transfer Requests (Field: intro_text_body)",https://uofi.box.com/s/kc3d9u0dyd3l8g1oa9fpvmkkoos2rf2p,https://brl.uic.edu/news-stories/animaltransferrequests/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","Transnetyx Seminar &#8211; February 26th @ 11:30AM (Field: intro_text_body)",https://uofi.box.com/s/e0erzcbamg53ypgyoul08c8hpimx2iz2,https://brl.uic.edu/news-stories/transnetyx/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","BRL Holiday Schedule 2025 (Field: intro_text_body)",https://uofi.box.com/s/nb0gkq6ephflfnh0osyt2eqovp2d1kj0,https://brl.uic.edu/news-stories/holidayschedule2025/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","Individually Ventilated Caging Systems &#8211; Town Hall Meetings (Field: intro_text_body)",https://uofi.box.com/s/k3vm6u294ths6iold2clfhb8orvl9kye,https://brl.uic.edu/news-stories/ivc/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","Individually Ventilated Caging Systems &#8211; Town Hall Meetings (Field: intro_text_body)",https://uofi.box.com/s/8xz1nvrvfm9ikc4lqfshly843ax2ekv8,https://brl.uic.edu/news-stories/ivc/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","BRL Holiday Schedule 2024 (Field: intro_text_body)",https://uofi.box.com/s/l5h3fezg0y4205tf104qm4ka2c7354fm,https://brl.uic.edu/news-stories/holidayschedule2024/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","Laboratory Animal Medicine Residency Virtual Information Session &#8211; Nov 17th &amp; Dec 11th (Field: intro_text_body)",https://uofi.box.com/s/qohkvrgqkixate5bliexodckcfwu374z,https://brl.uic.edu/news-stories/hvac-update-101623-2/
"Biologic Resources Laboratory",47,Box,"Page (ACF Field)","Disaster Plan (Field: intro_text_body)",https://uofi.box.com/s/5cr79pjhn8asinfqtb7elv6q1lbzmkcz,https://brl.uic.edu/getting-started/disasterplan/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","Cell Line and Tumor Testing Meeting &#8211; Sept 15th (Field: intro_text_body)",https://uofi.box.com/s/rxjwyq0s8pd90e1byfho625qigpf8oe0,https://brl.uic.edu/news-stories/cellsandtumorszoom/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","AAALAC Town Hall Meetings (Field: intro_text_body)",https://uofi.box.com/s/olxjaaid7c9a6h3w8bbejtzah3sq0js3,https://brl.uic.edu/news-stories/aaalac2023/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","AAALAC Town Hall Meetings (Field: intro_text_body)",https://uofi.box.com/s/xqnz0qlhv169udvjpdr03bmnkqk80fpk,https://brl.uic.edu/news-stories/aaalac2023/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","*New Updates* &#8211; BRL Construction Project 2/14/23 (Field: intro_text_body)",https://uofi.box.com/s/g0xtz3dq9067exs41fnzqspmck0t10rf,https://brl.uic.edu/news-stories/construction-update-2-14-23/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","*New Updates* &#8211; BRL Construction Project 12/29/22 (Field: intro_text_body)",https://uofi.box.com/s/sfkk0a4tk5sng47dkhgebbhze0sd8wnp,https://brl.uic.edu/news-stories/construction-update-12-29-22/
"Biologic Resources Laboratory",47,Box,"News (ACF Field)","*New Updates* &#8211; BRL Construction Project 11/09/22 (Field: intro_text_body)",https://uofi.box.com/s/o6q9ktpayxn1vdm132m3oyqqhuuphixw,https://brl.uic.edu/news-stories/construction-update-11-9-22/
"Biologic Resources Laboratory",47,PDF,"Event (ACF Field)","AAALAC Accreditation Site Visit (Field: description)",https://brl.uic.edu/wp-content/uploads/sites/47/2020/10/Vol-35-No-1-AAALAC.pdf,https://brl.uic.edu/events/aaalac-accreditation-site-visit/
"Office of Global Engagement",49,Box,"Page (ACF Field)","FAQs from UIC Faculty and Staff (Field: intro_text_body)",https://uofi.box.com/s/0wpyij3k07bipidjr1vczbxpk5gc204f,https://oge.uic.edu/faqs-from-uic-faculty-and-staff/
"Office of Global Engagement",49,Box,"Page (ACF Field)","FAQs from UIC Faculty and Staff (Field: intro_text_body)",https://uofi.box.com/s/wd899ckh5jgyoslov8g3jlju8koyeyzu,https://oge.uic.edu/faqs-from-uic-faculty-and-staff/
"Office of Global Engagement",49,Box,"Event (ACF Field)","Migration and Indigenous Peoples Colloquium (Field: description)",https://uofi.box.com/s/vcchu83xsns868b20mj93vtruub0slq3,https://oge.uic.edu/events/migration-and-indigenous-peoples-colloquium/
"Office of Global Engagement",49,Box,Menu,"IAC Membership",https://uofi.app.box.com/folder/176558345151?s=9kls18rr5h0ltnh9m2jx1tox0k85t1s9,
"Office of Global Engagement",49,Box,Menu,"IAC Meeting Minutes",https://uofi.box.com/s/kjg5hbv9ckwrppc7v7dseixwvhg0b0mn,
"Office of Global Engagement",49,PDF,"News (ACF Field)","Office of Global Engagement Faculty and Staff Award Nominations (Field: intro_text_body)",http://oge.uic.edu/wp-content/uploads/sites/49/2020/03/OGE-Faculty-and-Staff-Awards_Call_2020.pdf,https://oge.uic.edu/news-stories/office-of-global-engagement-faculty-and-staff-award-nominations/
"Council on Teacher Education",51,PDF,"News (ACF Field)","Job Opening: Director of K-8 Mathematics for SY 25-26 (Field: intro_text_body)",http://cte.uic.edu/wp-content/uploads/sites/51/2025/04/K-8-Math-Director.pdf,https://cte.uic.edu/news-stories/job-opening-director-of-k-8-mathematics-for-sy-25-26/
"Council on Teacher Education",51,PDF,"Page (ACF Field)","CPS Field Experience Process (Field: intro_text_body)",http://cte.uic.edu/wp-content/uploads/sites/51/2023/10/CPSFieldExperienceGuideRevised09.2023.pdf,https://cte.uic.edu/field-experience/cps-field-experience-process/
"Council on Teacher Education",51,PDF,"Page (ACF Field)","CTE Responsibilities (Field: intro_text_body)",http://cte.uic.edu/wp-content/uploads/sites/51/2023/09/CTE-Bylaws_New-Letterhead.pdf,https://cte.uic.edu/contact-us/cte-responsibilities/
"Council on Teacher Education",51,PDF,"Page (ACF Field)","CTE Responsibilities (Field: intro_text_body)",http://cte.uic.edu/wp-content/uploads/sites/51/2023/09/cf_new-letterhead.pdf,https://cte.uic.edu/contact-us/cte-responsibilities/
"Council on Teacher Education",51,PDF,"Page (ACF Field)","CTE Responsibilities (Field: intro_text_body)",http://cte.uic.edu/wp-content/uploads/sites/51/2023/09/cf_execsum_new-letterhead.pdf,https://cte.uic.edu/contact-us/cte-responsibilities/
"Council on Teacher Education",51,PDF,"Page (ACF Field)","CTE Responsibilities (Field: intro_text_body)",http://cte.uic.edu/wp-content/uploads/sites/51/2023/09/liability_new-letterhead.pdf,https://cte.uic.edu/contact-us/cte-responsibilities/
"Council on Teacher Education",51,PDF,"Page (ACF Field)","CTE Responsibilities (Field: intro_text_body)",http://cte.uic.edu/wp-content/uploads/sites/51/2023/09/UIC-Work-Stoppages-Policy.pdf,https://cte.uic.edu/contact-us/cte-responsibilities/
"Council on Teacher Education",51,PDF,"Page (ACF Field)","Field Work (Field: intro_text_body)",http://cte.uic.edu/wp-content/uploads/sites/51/2024/11/Courses-with-Field-Experience-2024.pdf,https://cte.uic.edu/field-experience/
"Cordoba Lab",53,PDF,"Page (ACF Field)","Bio (Field: intro_text_body)",http://cordoba.red.uic.edu/wp-content/uploads/sites/53/2023/08/CV-Cordoba-Chacon-08-07-23.pdf,https://cordoba.red.uic.edu/bio/
"UIC Leadership Retreat",56,PDF,"Page (ACF Field)","2015 Leadership Retreat (Field: intro_text_body)",http://leadership.red.uic.edu/wp-content/uploads/sites/56/2017/06/Chancellor_presentationLR15.pdf,https://leadership.uic.edu/previous-leadership-retreats/2015-leadership-retreat/
"UIC Scholarship and Awards Program",59,Box,"Page (ACF Field)","Scholarship Administrators (Field: intro_text_body)",https://uofi.box.com/s/axvngcpdsxc05sufi7jck51ih3uprbrp,https://snap.uic.edu/scholarship-administrators/
"Office of the Vice Provost for Faculty Affairs",60,Box,"Page (ACF Field)","P&amp;T Review Conflicts of Interest (Field: intro_text_body)",https://uofi.box.com/v/ptguidelines1,https://faculty.uic.edu/for-administrators/promotion-and-tenure/guidelines/coi/
"Office of the Vice Provost for Faculty Affairs",60,Box,"Page (ACF Field)","Promotion &amp; Tenure (P&amp;T) (Field: intro_text_body)",https://uofi.app.box.com/v/PTCommitteeRoster,https://faculty.uic.edu/for-faculty/promotion-and-tenure/
"Office of the Vice Provost for Faculty Affairs",60,Box,"Page (ACF Field)","Instructor Resources (Field: intro_text_body)",https://uofi.box.com/s/2fr8zzygv8i6mwto3s0ucf2pelf7tlho,https://faculty.uic.edu/for-faculty/teaching-learning/student-evaluation-teaching-program/instructor-resources/
"Office of the Vice Provost for Faculty Affairs",60,Box,"Page (ACF Field)","Mid-Probationary Review (Field: intro_text_body)",https://uofi.app.box.com/v/midprobationaryreview,https://faculty.uic.edu/for-administrators/promotion-and-tenure/mid-probationary-review/
"Office of Technology Management",66,Box,"Page (ACF Field)","Fit &amp; Strong! Annual Reporting (Field: intro_text_body)",https://uofi.box.com/s/o3av4mg1jqw0gx0aq34eqq57y8vjp9z2,https://otm.uic.edu/social-impact-1/fit-strong/fit-strong-annual-reporting/
"Office of Technology Management",66,Box,"Page (ACF Field)","Available Technologies (Field: raw_code)",https://uic.flintbox.com/embed.js,https://otm.uic.edu/available-technologies/
"Office of Technology Management",66,PDF,"Event (ACF Field)","CureAccelerator Live! for Pediatric Rare Diseases (Field: description)",https://www.cureswithinreach.org/wp-content/uploads/2021/01/CureAccelerator_Live__Repurposing_Research_to_Create_Patient_Impact_in_Pediatric_Rare_Diseases_2021.pdf,https://otm.uic.edu/events/cureaccelerator-live-for-pediatric-rare-diseases/
"Office of Technology Management",66,PDF,"Event (ACF Field)","CBC Symposium: Epigenetics and Disease (Field: description)",https://www.chicagobiomedicalconsortium.org/responsive_site/wordpress/wp-content/uploads/2020/09/Twitter_Poster_Session_Guidlines_Final.pdf,https://otm.uic.edu/events/cbc-symposium-epigenetics-and-disease/
"Office of Technology Management",66,PDF,"Event (ACF Field)","CureAccelerator Live! &#8211; Repurposing Research to Create Patient Impact in Rare Blood Cancers and Retinitis Pigmentosa (Field: description)",https://www.cureswithinreach.org/images/CWR_-_2020_CureAccelerator_Live_Rare_RFP_final.pdf,https://otm.uic.edu/events/cureaccelerator-live-repurposing-research-to-create-patient-impact-in-rare-blood-cancers-and-retinitis-pigmentosa/
"Office of Technology Management",66,PDF,"News (ACF Field)","Actuate Therapeutics in the News (Field: intro_text_body)",https://actuatetherapeutics.com/wp-content/uploads/2019/05/Actuate-Series-B-Press-Release-051419-1.pdf,https://otm.uic.edu/news-stories/actuate-therapeutics-in-the-news/
"Office of Technology Management",66,PDF,"News (ACF Field)","Dr. Dan Billadeau Joins the Advisory Board (Field: intro_text_body)",https://actuatetherapeutics.com/wp-content/uploads/2017/07/Giles-PR-022717.pdf,https://otm.uic.edu/news-stories/dr-dan-billadeau-joins-advisory-board/
"Urban Data Visualization Lab",69,Box,"Page (ACF Field)","How to Request a Course Waiver (Field: intro_text_body)",https://uofi.app.box.com/s/7mi9ucwn4491xn7oics4pu87jk4946i2,https://udv.lab.uic.edu/resources/uic-resources/how-to-request-a-course-waiver/
"Urban Data Visualization Lab",69,Box,"Page (ACF Field)","How to Request a Course Waiver (Field: intro_text_body)",https://uofi.app.box.com/s/7mi9ucwn4491xn7oics4pu87jk4946i2</a></li>,https://udv.lab.uic.edu/resources/uic-resources/how-to-request-a-course-waiver/
"Urban Data Visualization Lab",69,Box,"News (ACF Field)","UIC GIS Day 2018 celebrates innovation with hands-on application of new technologies. (Field: intro_text_body)",https://uofi.box.com/s/r2qjj5but05rp4kmau7kuk84sh6ztagw,https://udv.lab.uic.edu/news-stories/uic-gis-day-2018-celebrates-innovation-with-hands-on-application-of-new-technologies/
"Urban Data Visualization Lab",69,PDF,"Page (ACF Field)","Metropolitan Chicago Accessibility Explorer (Field: intro_text_body)",http://urbanaccessibility.com/accessibility/final_report.pdf,https://udv.lab.uic.edu/our-work/collaborations/metropolitan-chicago-accessibility-explorer/
"Graduate College",74,Box,"Event (ACF Field)","Grad Student Appreciation Week (Field: description)",https://uofi.box.com/s/bh8hsfldtzbsalqo66rzna3rcbw86urc,https://grad.uic.edu/events/grad-student-appreciation-2024/
"Graduate College",74,Box,"Event (ACF Field)","Grad Student Appreciation Week (Field: description)",https://uofi.box.com/s/bh8hsfldtzbsalqo66rzna3rcbw86urc</a></p>,https://grad.uic.edu/events/grad-student-appreciation-2024/
"Graduate College",74,Box,"Event (ACF Field)","UIC Graduate College Three Minute Thesis 3MT Competition 2024 (Field: description)",https://uofi.app.box.com/s/3vaydjhhnnt5ycxn09qjlhxm9ghfq62c,https://grad.uic.edu/events/3mt-2024/
"Graduate College",74,Box,"News (ACF Field)","The Graduate College&#8217;s Fall Newsletter is Out! (Field: intro_text_body)",https://uofi.box.com/s/1oszmszvc8py8tbuu6i5wxcq5tynno1k,https://grad.uic.edu/news-stories/newsletter-vol30/
"Graduate College",74,Box,"News (ACF Field)","The Graduate College&#8217;s Fall Newsletter is Out! (Field: intro_text_body)",https://uofi.box.com/s/1oszmszvc8py8tbuu6i5wxcq5tynno1k</a></p>,https://grad.uic.edu/news-stories/newsletter-vol30/
"Graduate College",74,Box,"Event (ACF Field)","UIC Graduate College Three Minute Thesis 3MT Competition 2021 (Field: description)",https://uofi.app.box.com/s/qgu8l3uht0f0uxzlkitebi5ja2sexme3,https://grad.uic.edu/events/3mt-2021/
"Graduate College",74,Box,"Page (ACF Field)","Student Funding &amp; Faculty Awards Information for Faculty/Staff (Field: intro_text_body)",https://uofi.box.com/s/gqs1ioulzetm3lx8ipw34yu97p71yz12,https://grad.uic.edu/faculty-staff-resources/other-resources/student-funding-faculty-awards-information-for-faculty-staff/
"Graduate College",74,Box,"Page (ACF Field)","Other Resources (Field: intro_text_body)",https://uofi.box.com/s/q5cb9os04xkqpdoogcn3mh5f94nd75s0,https://grad.uic.edu/faculty-staff-resources/other-resources/
"Graduate College",74,Box,"Page (ACF Field)","Graduate College Fellowships &amp; Awards (Field: intro_text_body)",https://uofi.box.com/s/36itis292ntv5uoqw1ruxvydvozppcok,https://grad.uic.edu/funding-awards/graduate-college-fellowships/
"Graduate College",74,PDF,"News (ACF Field)","Ensuring Underrepresented Grad Students’ Well-Being (Field: intro_text_body)",https://www.univcan.ca/wp-content/uploads/2019/11/Equity-diversity-and-inclusion-at-Canadian-universities-report-on-the-2019-national-survey-Nov-2019-1.pdf,https://grad.uic.edu/news-stories/ensuring-well-being/
"Graduate College",74,PDF,"News (ACF Field)","Time Management Tips for Dissertation Writing (Field: intro_text_body)",https://www.stcloudstate.edu/elhe/_files/documents/dissertation/time-management-tips.pdf,https://grad.uic.edu/news-stories/time-management-tips-for-dissertation-writing/
"Graduate College",74,PDF,"News (ACF Field)","PhD candidate receives fellowship to research dance in Finland (Field: intro_text_body)",https://www.amscan.org/wp-content/uploads/2022/05/Fellowships-Grants-American-Fellows-2022-23.pdf,https://grad.uic.edu/news-stories/erlikh-amscan-finland/
"Graduate College",74,PDF,"News (ACF Field)","Learn by working: experiential pathways in graduate studies (Field: intro_text_body)",https://www.cca-reports.ca/wp-content/uploads/2021/01/Degrees-of-Success_FullReport_EN.pdf,https://grad.uic.edu/news-stories/learn-by-working-experiential-pathways/
"Graduate College",74,PDF,"News (ACF Field)","Responsible Education Mitigating Options and Technical Extensions (REMOTE) Act (Field: intro_text_body)",http://trone.house.gov/wp-content/uploads/2021/10/REMOTE-Act-One-Pager.pdf,https://grad.uic.edu/news-stories/remote-act/
