"Site Name","Site ID","Link Type","Location Type",Title,Link,URL
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/7u8lu0gtlvmt9vv2me4y3ik5zcbnltxq,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/z6lasythhhl25njbulvwqqa4atmm0sfh,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/coiwlw4xiaffm1rjq7pe7cqpfhrxkift,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/e21pw3wpivq7wqjejuczgd56pbgwxjda,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/q20vku7p6s9jafx845ivl6l0wofib5fq,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/igf3jtm6jj68jx6cd7j20xrwzqq7ivk3,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/th9bte4quy18e15li6j24nu8dporxf5c,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/54crkcqm0i7tbegq9dzwbvu3bevk4r5r,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/wj2mcge29et8jsdqis3xy8pljpfgw4i8,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/obaqo3k1x6o322sld0jso34amgrdx231,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/cczk44yyhs8gxmcjvlv7eweiq3ch54gy,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/3h087jn4jhei7vhkc0gqqrt61houdp40,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/6sb8s2ik4nkh6n5d9q6zozq85lxrcobt,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,Box,"Page (ACF Field)","Self-Study (Field: intro_text_body)",https://uofi.box.com/s/rqt1j8nbeetm5bonecu42a7e4yu6o2qb,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/self-study/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","Digital Divide (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2017/11/digitaldivide.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/reports-2/student-engagement-2/digital-divide/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","New Student and Parent Orientation (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2017/11/10OR-Executive-Summary2.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/reports-2/student-engagement-2/new-student-and-parent-orientation/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","College Student Experiences Questionnaire Report (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2017/11/Norms-Report-on-the-2012-Administration-of-the-CSEQ.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/reports-2/student-engagement-2/college-student-experiences-questionnaire-report/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","College Student Experiences Questionnaire Report (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2017/11/Norms-Report-on-the-2010-Administration-of-the-CSEQ-2.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/reports-2/student-engagement-2/college-student-experiences-questionnaire-report/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","College Student Experiences Questionnaire Report (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2017/11/Norms-Report-on-the-CSEQ-08-with-06-and-04-comparisons.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/reports-2/student-engagement-2/college-student-experiences-questionnaire-report/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","Commuter Student Engagement (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2020/07/Commuter-Student-Sense-of-Belonging-Report-FINAL-March-2020.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/reports-2/student-engagement-2/commuter-student-engagement/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","Commuter Student Engagement (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2017/11/Commuter-Student-Engagement-FY-2010-Analysis.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/reports-2/student-engagement-2/commuter-student-engagement/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","Commuter Student Engagement (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2017/11/Commuter-Student-Engagement-FY-2009-Analysis.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/reports-2/student-engagement-2/commuter-student-engagement/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","Civic Engagement (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2024/06/NSLVE-Campus-Report-2022-001776.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/reports-2/student-engagement-2/civic-engagement/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","Project CEO (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2022/03/UIC-Project-CEO-Report_Spring-2017-1.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/reports-2/student-engagement-2/project-ceo/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","Project CEO (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2022/03/Project-CEO-2017-1.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/reports-2/student-engagement-2/project-ceo/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","Adult Learner (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2022/12/Adult-Learners-March2022.FINAL_.pdf,https://sa.uic.edu/adult-learner/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","Implementing Recommendations (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2025/02/Student-Affairs-Implementation-Matrix-Program-Reveiew-Process.pdf,https://sa.uic.edu/about/student-affairs-assessment-2/program-review-2/implementing-recommendations/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","The Pulse (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2018/04/Pulse-August_2017.pdf,https://sa.uic.edu/the-pulse/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","The Pulse (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2018/04/Pulse-July-2017.pdf,https://sa.uic.edu/the-pulse/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","The Pulse (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2018/04/Pulse-June-2017.pdf,https://sa.uic.edu/the-pulse/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","The Pulse (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2018/04/Pulse-May-2017.pdf,https://sa.uic.edu/the-pulse/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","The Pulse (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2018/04/Pulse-April-2017.pdf,https://sa.uic.edu/the-pulse/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","The Pulse (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2018/04/Pulse-March-2017.pdf,https://sa.uic.edu/the-pulse/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","The Pulse (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2018/04/ThePulse_February2017.pdf,https://sa.uic.edu/the-pulse/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","The Pulse (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2018/04/ThePulse_January2017.pdf,https://sa.uic.edu/the-pulse/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","The Pulse (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2018/04/ThePulse_December2016.pdf,https://sa.uic.edu/the-pulse/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","The Pulse (Field: intro_text_body)",http://sa.uic.edu/wp-content/uploads/sites/10/2018/04/ThePulse_November2016.pdf,https://sa.uic.edu/the-pulse/
"STUDENT AFFAIRS",10,PDF,"Page (ACF Field)","Influenza Updates (Field: intro_text_body)",http://www.un.org/wcm/webdav/site/pandemic/shared/Documents/New%20York/PLANNING%20CHECKLIST%20-%20CDC.pdf,https://sa.uic.edu/engagement/campus-safety/influenza-updates/
"Wang Lab",15,PDF,"Page (ACF Field)","Research (Field: intro_text_body)",http://zjwang.people.uic.edu/test/addr.pdf,https://zjwang.lab.uic.edu/research/
"Wang Lab",15,PDF,"Page (ACF Field)","Research (Field: intro_text_body)",https://zjwang.lab.uic.edu/wp-content/uploads/sites/15/2017/mir.pdf,https://zjwang.lab.uic.edu/research/
"Wang Lab",15,PDF,"Page (ACF Field)","Research (Field: intro_text_body)",http://zjwang.people.uic.edu/pdf/scd.pdf,https://zjwang.lab.uic.edu/research/
"Wang Lab",15,PDF,"Page (ACF Field)","Research (Field: intro_text_body)",http://zjwang.people.uic.edu/pdf/taxoltrp.pdf,https://zjwang.lab.uic.edu/research/
"Wang Lab",15,PDF,"Page (ACF Field)","Research (Field: intro_text_body)",http://zjwang.people.uic.edu/pdf/cpp1.pdf,https://zjwang.lab.uic.edu/research/
"Wang Lab",15,PDF,"Page (ACF Field)","Research (Field: intro_text_body)",http://zjwang.people.uic.edu/pdf/ibtu.pdf,https://zjwang.lab.uic.edu/research/
"Wang Lab",15,PDF,"Page (ACF Field)","Research (Field: intro_text_body)",http://zjwang.people.uic.edu/pdf/halo.pdf,https://zjwang.lab.uic.edu/research/
"Wang Lab",15,PDF,"Page (ACF Field)","Research (Field: intro_text_body)",http://zjwang.people.uic.edu/pdf/trp2.pdf,https://zjwang.lab.uic.edu/research/
"Wang Lab",15,PDF,"Page (ACF Field)","Research (Field: intro_text_body)",http://zjwang.people.uic.edu/pdf/trp3.pdf,https://zjwang.lab.uic.edu/research/
"Economic Development Administration University Center",16,Box,"News (ACF Field)","2019 Regional EDA University Showcase (Field: intro_text_body)",https://www.dropbox.com/sh/p5zp3p74zvve863/AACueHzFyz9lKv1nlTWErp9Ra?dl=0,https://edauniversitycenter.uic.edu/news-stories/2019-regional-eda-university-showcase/
"Economic Development Administration University Center",16,Box,"News (ACF Field)","2017 Regional EDA University Showcase (Field: intro_text_body)",https://uofi.box.com/v/2017Showcase,https://edauniversitycenter.uic.edu/news-stories/2017-regional-eda-university-showcase/
"Economic Development Administration University Center",16,PDF,"News (ACF Field)","2018 Regional EDA University Showcase (Field: intro_text_body)",https://blogs.ces.uwex.edu/cced/files/2018/03/2018-Chicago-Region-EDA-University-Center-Showcase-Invite.pdf,https://edauniversitycenter.uic.edu/news-stories/2018-regional-eda-university-showcase/
"Economic Development Administration University Center",16,PDF,"News (ACF Field)","2017 Regional EDA University Showcase (Field: intro_text_body)",https://edauniversitycenter.uic.edu/wp-content/uploads/sites/16/2017/09/2017-Showcase-agenda-and-details.pdf,https://edauniversitycenter.uic.edu/news-stories/2017-regional-eda-university-showcase/
"Economic Development Administration University Center",16,PDF,"News (ACF Field)","Sizing up our Region’s Green Economy (Field: intro_text_body)",https://edauniversitycenter.uic.edu/wp-content/uploads/sites/16/2017/05/EDA-MAY-1-w-Notes.pdf,https://edauniversitycenter.uic.edu/news-stories/sizing-regions-green-economy/
"Economic Development Administration University Center",16,PDF,"News (ACF Field)","Sizing up our Region’s Green Economy (Field: intro_text_body)",https://edauniversitycenter.uic.edu/wp-content/uploads/sites/16/2017/05/Highlights_Handout_Final.pdf,https://edauniversitycenter.uic.edu/news-stories/sizing-regions-green-economy/
"Economic Development Administration University Center",16,PDF,"News (ACF Field)","Sizing up our Region’s Green Economy (Field: intro_text_body)",https://edauniversitycenter.uic.edu/wp-content/uploads/sites/16/2017/05/EDA-5-1-handout.pdf,https://edauniversitycenter.uic.edu/news-stories/sizing-regions-green-economy/
"Economic Development Administration University Center",16,PDF,"News (ACF Field)","Sizing up our Region’s Green Economy (Field: intro_text_body)",https://edauniversitycenter.uic.edu/wp-content/uploads/sites/16/2017/05/Sizing-up-Our-Regions-Green-Economy-Final-1.pdf,https://edauniversitycenter.uic.edu/news-stories/sizing-regions-green-economy/
"Disability Resource Center",17,Box,"Page (ACF Field)","Technical Standards (Field: intro_text_body)",https://uofi.box.com/s/ayrt4mcdpkabavupzkivuuylj9anxdt0,https://drc.uic.edu/technical-standards/
"Disability Resource Center",17,Box,"Page (ACF Field)","Technical Standards (Field: intro_text_body)",https://uofi.box.com/s/oih5zpkthfovo13x9anaesjdcodc5q52,https://drc.uic.edu/technical-standards/
"Disability Resource Center",17,Box,"Page (ACF Field)","Technical Standards (Field: intro_text_body)",https://uofi.box.com/s/9bgh4fi0biaa5j7uts5yjox7f6kh89b6,https://drc.uic.edu/technical-standards/
"Disability Resource Center",17,Box,"Page (ACF Field)","Technical Standards (Field: intro_text_body)",https://uofi.box.com/s/len91vzda52howhu3vnh3snw1q4kqqot,https://drc.uic.edu/technical-standards/
"Disability Resource Center",17,Box,"Page (ACF Field)","Technical Standards (Field: intro_text_body)",https://uofi.box.com/s/upukr35r7x7sj9blgbh3etbklkbsk9je,https://drc.uic.edu/technical-standards/
"Disability Resource Center",17,Box,"Page (ACF Field)","Technical Standards (Field: intro_text_body)",https://uofi.box.com/s/47bj8wq8t7hev9ei34n8ysaq6jjhs21p,https://drc.uic.edu/technical-standards/
"Disability Resource Center",17,Box,"Page (ACF Field)","Technical Standards (Field: intro_text_body)",https://uofi.box.com/s/dop6o0mu5gftz9fykjdyic8cs8rorfbk,https://drc.uic.edu/technical-standards/
"Disability Resource Center",17,Box,"Page (ACF Field)","Technical Standards (Field: intro_text_body)",https://uofi.app.box.com/file/1545056799604,https://drc.uic.edu/technical-standards/
"Disability Resource Center",17,Box,"Page (ACF Field)","About Disability Documentation (Field: intro_text_body)",https://uofi.app.box.com/f/aa44b4d6733a43a1a0f56b9a9c366db6,https://drc.uic.edu/about-disability-documentation/
"Disability Resource Center",17,Box,"Page (ACF Field)","Get Registered with DRS Counselor! (Field: intro_text_body)",https://uofi.app.box.com/file/1277921159763?s=0v6xh7a7h30tvzgdo7ld2g6hvpwrnb96,https://drc.uic.edu/get-registered-with-a-dedicated-uic-drs-counselor/
"Disability Resource Center",17,Box,"Page (ACF Field)","When You Receive an LOA&#8230; (Field: intro_text_body)",https://uofi.box.com/s/e3ctiqvtnei9isdprbp33y3yxmrh8e4v,https://drc.uic.edu/when-you-receive-an-loa/
"Disability Resource Center",17,Box,"Page (ACF Field)","When You Receive an LOA&#8230; (Field: intro_text_body)",https://uofi.box.com/s/oulax66wshtvli0kun6ypsqq5z5v1m7o,https://drc.uic.edu/when-you-receive-an-loa/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/qvhm2jt97d673wqbmilmo6htzrabo320,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/76fr5hqm7fse3oamm37d2d0kvzp4k9q8,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/5zu98gnru75gku2s4itv0oasgohb1qtu,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/spuswue479ihomu34bqdjeqz8vlw0am9,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/msgqfmuxc4kz03p3xnuub7p15f7fjdgk,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/hf69fhihs44f8e47m6xbzwqflrdjma8l,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/mso53qd4f5fdzxn2siye3da8lt707wow,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/mxuuopgof8r3h384c1n1y2b01s7tvpuw,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/58lfgt6a9dock08eiyn80i0drm4rwtqi,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/6pfett6x3ls9fm7qr00asyk9iotd7ofb,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.app.box.com/file/1423892558281?s=p9pvhxonmxttv93vnsg67rnlaq8552by,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/8xb3abyeo3t6mg1i23l64nwftxzhniso,https://drc.uic.edu/presentations/
"Disability Resource Center",17,Box,"Page (ACF Field)","Presentations (Field: intro_text_body)",https://uofi.box.com/s/vrzl2f95fuherdbybcd9k3czw9t68y8c,https://drc.uic.edu/presentations/
